Packets,Bytes,Packets A to B,Bytes A to B,Packets B to A,Bytes B to A,Bits/s A to B,Bits/s B to A
1078,22203701,419,28849,659,22174852,4489456.502,3450831346
2580,51696631,1052,72223,1528,51624408,5012479.059,3582878917
2645,54053093,1051,71853,1594,53981240,6492507.199,4877647271
144,652377,65,4854,79,647523,856757.3882,114291329.7
167,796321,64,4492,103,791829,1243588.568,219214045.5
278,2743301,136,10709,142,2732592,2398173.97,611936782.7
296,3169185,128,8993,168,3160192,4991617.615,1754083182
288,6984834,117,8926,171,6975908,1839444.056,1437574782
325,9402115,112,7769,213,9394346,2265972.083,2740034209
678,14281461,317,22873,361,14258588,3008832.072,1875648008
741,18261403,310,21233,431,18240170,2879829.963,2473912688
1949,48760179,738,50855,1211,48709324,4325041.565,4142559255
2025,52046101,735,50349,1290,51995752,4351164.109,4493476532
83,471381,40,2962,43,468419,1085062.816,171594881.6
83,518113,38,2616,45,515497,1960202.311,386268505.6
383,7311635,159,11339,224,7300296,3402056.153,2190318099
406,7557482,155,10620,251,7546862,3390719.884,2409538140
435,7423889,194,13509,241,7410380,1920677.812,1053590380
496,9532583,193,13329,303,9519254,2729923.864,1949646535
1580,34248295,664,45751,916,34202544,4455328.409,3330715524
1702,37696863,659,45201,1043,37651662,7162145.87,5965945344
1139,21002827,516,36271,623,20966556,2891167.253,1671247556
1238,26888849,514,35181,724,26853668,3434753.391,2621748308
20,10426,12,1186,8,9240,232154.6639,1808692.323
37,43666,10,748,27,42918,158036.1014,9067638.237
219,2760711,86,6435,133,2754276,924019.8972,395494300.9
241,2950847,84,5997,157,2944850,1650838.504,810650619.8
609,10624143,261,18327,348,10605816,3087403.813,1786677403
670,12477875,260,18049,410,12459826,3731476.74,2575962707
1034,21948419,434,30147,600,21918272,4062410.905,2953561787
1120,25499531,432,29709,688,25469822,4206437.181,3606220547
1474,35051787,599,41367,875,35010420,3091252.189,2616240903
1577,40456635,598,40997,979,40415638,3443738.499,3394904225
46,285981,22,2710,24,283271,0,0
40,284797,15,1164,25,283633,0,0
223,2807697,106,8525,117,2799172,2410768.685,791572574.8
229,3289827,99,6885,130,3282942,2613617.507,1246238880
918,14583111,386,26879,532,14556232,4637393.012,2511364580
953,14987877,385,26517,568,14961360,6014937.48,3393734020
571,14603345,224,16549,347,14586796,2111739.562,1861351997
639,19121299,218,14977,421,19106322,2225309.38,2838851410
1151,27463631,482,33411,669,27430220,2850665.883,2340378687
1225,30591641,480,32973,745,30558668,3353016.488,3107503644
158,531989,76,5574,82,526415,1675779.255,158262529
178,606823,74,5136,104,601687,1927450.497,225802552
297,3632463,126,9123,171,3623340,2323631.309,922865972.4
324,4311825,124,8681,200,4303144,3155391.395,1564117446
693,8859164,305,21820,388,8837344,6051648.057,2450985135
762,12009033,299,20549,463,11988484,6103426.859,3560797861
965,21812231,404,28107,561,21784124,3339397.404,2588175442
1035,24973031,402,27669,633,24945362,3940543.074,3552650022
1593,30449141,664,46673,929,30402468,3992103.337,2600428384
1681,35267257,659,45169,1022,35222088,4412324.759,3440662644
104,1004837,46,4342,58,1000495,4196029.065,966859995.3
101,979297,42,3008,59,976289,2928903.497,950617109.6
284,4163591,119,8699,165,4154892,1944915.886,928947632.6
311,4865931,117,8261,194,4857670,2353895.057,1384147852
547,9281566,251,18086,296,9263480,3903427.718,1999299159
590,11608223,245,16853,345,11591370,4035818.639,2775806509
1195,20582803,559,38659,636,20544144,4410619.88,2343889132
1366,27159503,552,37889,814,27121614,6461020.105,4624912068
1845,36231353,824,57349,1021,36174004,4265551.778,2690580255
1930,40661727,818,55777,1112,40605950,4682400.255,3408812066
255,1091245,101,7382,154,1083863,986182.1612,144796309.4
274,1134857,99,6944,175,1127913,1994121.377,323904871
353,5422097,147,11313,206,5410784,2994844.198,1432374708
373,6196979,141,9741,232,6187238,4548085.375,2888829346
595,9029982,232,16218,363,9013764,3335636.893,1853905768
648,10557474,227,15576,421,10541898,3362282.544,2275606037
931,17857857,418,30557,513,17827300,4518346.81,2636054720
1025,22917603,409,28209,616,22889394,4317574.857,3503373818
1124,26762382,487,33418,637,26728964,2469372.786,1975096544
1246,31699191,484,33149,762,31666042,2784775.25,2660195180
89,431829,41,3254,48,428575,771472.9503,101608487.9
111,483189,39,2816,72,480373,984759.1388,167987110
170,2629031,87,6939,83,2622092,3382341.087,1278110607
181,3398816,82,5584,99,3393232,2991693.083,1817963593
523,8802259,229,16171,294,8786088,525220.1613,285364575.9
597,10560307,225,15597,372,10544710,518681.7096,350666680.1
1145,23976655,507,35111,638,23941544,3822532.523,2606514500
1227,27660641,503,34537,724,27626104,4887587.746,3909575452
1211,33235387,476,32871,735,33202516,2495457.146,2520624740
1299,37067193,476,32581,823,37034612,2792368.921,3174067694
187,446098,75,6212,112,439886,3270902.767,231620144
186,464749,69,4844,117,459905,2906804.7,275981423.5
123,1561661,69,6045,54,1555616,2025571.457,521259118
127,2062851,60,4269,67,2058582,1737507.102,837854496.2
922,15132959,327,23571,595,15109388,3686347.518,2363007719
960,15781575,324,22405,636,15759170,4114266.9,2893882236
1277,21348195,556,38431,721,21309764,3284381.61,1821170331
1380,26282379,556,38129,824,26244250,4865381.287,3348849507
1495,30301323,639,44155,856,30257168,3349741.287,2295406746
1589,34437821,636,43649,953,34394172,3749508.899,2954506495
103,401729,51,4834,52,396895,1710885.255,140472032.1
121,449652,45,3272,76,446380,1255840.334,171327019.7
601,7293933,236,17745,365,7276188,5158781.9,2115315128
623,7791533,231,16173,392,7775360,5526892.941,2657118797
742,12481163,335,23415,407,12457748,3548543.303,1887971738
795,14823089,331,22841,464,14800248,3756391.259,2434023126
1078,25742885,460,32597,618,25710288,4284526.427,3379341914
1137,29041267,454,31025,683,29010242,4262101.229,3985321131
1313,30503483,552,38111,761,30465372,2658512.226,2125175512
1418,35329443,549,37605,869,35291838,2941478.769,2760542274
45,322783,21,2312,24,320471,1129290.791,156533282.4
46,583053,16,1232,30,581821,0,0
304,5809119,128,9159,176,5799960,4944216.629,3130937731
313,6491777,125,8645,188,6483132,5645716.59,4233883851
1099,18753241,412,29589,687,18723652,3924569.259,2483431987
1129,19362953,409,28221,720,19334732,3838440.761,2629787159
532,14193262,201,14098,331,14179164,1994474.875,2005957323
573,15152976,199,13660,374,15139316,1991276.648,2206922872
1906,54012594,705,48678,1201,53963916,4013890.545,4449756609
1960,57137402,698,47644,1262,57089758,4133458.06,4952945184
27,86610,14,1358,13,85252,416746.1524,26162329.15
43,184134,12,920,31,183214,295400.0236,58827630.35
257,4656330,114,8054,143,4648276,2418512.582,1395817481
276,5508784,113,7692,163,5501092,4085222.457,2921630860
912,13645595,446,30995,466,13614600,5404048.167,2373736221
1036,16611871,443,30489,593,16581382,8378200.932,4556467911
1232,19472293,580,40949,652,19431344,6798786.192,3226197301
1355,23325725,568,38969,787,23286756,7981510.971,4769521889
2333,46152195,949,65251,1384,46086944,5320429.688,3757832755
2413,49553073,945,64677,1468,49488396,6290776.625,4813464520
67,415051,32,3288,35,411763,3256345.876,407798889
65,479417,27,1988,38,477429,2417959.798,580686181.2
345,4043603,145,10547,200,4033056,2138604.624,817778724.9
378,4906891,140,9905,238,4896986,2540571.881,1256046939
951,20234011,388,27031,563,20206980,4756911.124,3556021159
980,20871261,385,26525,595,20844736,5066287.066,3981354058
689,13237413,313,22757,376,13214656,2307559.932,1339966195
748,16529859,304,20981,444,16508878,2298725.428,1808749709
1675,37567607,690,47459,985,37520148,4109323.068,3248749651
1791,42181977,691,47237,1100,42134740,4418351.433,3941107370
158,730461,69,5170,89,725291,983702.8316,138002091
179,819193,66,4676,113,814517,1204128.608,209748336.5
180,3575375,80,6463,100,3568912,1698375.099,937854134.7
196,4606599,76,5321,120,4601278,2614863.924,2261175690
605,16326657,234,17229,371,16309428,3227242.58,3054993354
632,17961887,230,15793,402,17946094,4107097.115,4667026587
550,10927816,263,18652,287,10909164,2395628.389,1401152851
589,13336514,257,17484,332,13319030,2294181.32,1747670431
1637,46866078,642,44442,995,46821636,4002764.882,4217091947
1708,50896685,639,43605,1069,50853080,3970416.866,4630384738
117,403637,55,4182,62,399455,721761.7978,68941023.18
143,472913,53,3744,90,469169,890996.8622,111652806.3
275,3592864,129,8984,146,3583880,1717707.185,685224446.4
317,4317375,129,9037,188,4308338,3408546.467,1625005009
639,12339299,262,19503,377,12319796,5090950.856,3215888632
683,13603813,253,17533,430,13586280,4827285.105,3740651747
831,13947277,389,27949,442,13919328,3744950.94,1865082846
916,17967763,385,26513,531,17941250,4405997.378,2981522289
1744,35573295,751,51691,993,35521604,4034273.176,2772317312
1864,40388325,750,51321,1114,40337004,4330805.581,3403903316
66,342529,39,3966,27,338563,4125471.654,352176515.3
59,406127,31,2252,28,403875,2842053.238,509695493.6
469,7477387,185,13131,284,7464256,2857893.343,1624556205
491,7771891,182,12625,309,7759266,3474472.364,2135394477
850,13481555,330,23099,520,13458456,3239077.644,1887223860
924,15401877,330,22797,594,15379080,4548619.317,3068543246
724,14825623,326,22623,398,14803000,3793784.511,2482402516
798,18382341,325,22253,473,18360088,3840689.07,3168803726
2058,50771488,803,54884,1255,50716604,4890629.92,4519279589
2136,54119279,797,54521,1339,54064758,5043508.074,5001303048
