Address A,Port A,Address B,Port B,Packets,Bytes,Packets A ? B,Bytes A ? B,Packets B ? A,Bytes B ? A,Rel Start,Duration,Bits/s A ? B,Bits/s B ? A
10.0.0.4,53820,10.0.0.2,80,650,7088542,242,16823,408,7071719,71.67467689,0.013324683,10100352.86,4245785960
10.0.0.4,53828,10.0.1.1,80,51,205003,28,3227,23,201776,71.68996476,0.004134911,0,0
10.0.0.4,53828,10.0.0.1,80,47,203865,22,1651,25,202214,71.69099345,0.003102028,0,0
10.0.0.4,53830,10.0.1.1,80,188,924571,95,7911,93,916660,71.69492202,0.007933692,7977118.345,924321236.6
10.0.0.4,53830,10.0.0.3,80,198,957303,89,6335,109,950968,71.69565581,0.007200962,7037948.541,1056489952
10.0.0.4,53844,10.0.1.1,80,88,221153,54,7045,34,214108,71.70247849,0.009727694,5793767.773,176081196.6
10.0.0.4,53844,10.0.0.3,80,70,217061,34,2515,36,214546,71.70431381,0.007888521,2550541.477,217577921.1
10.0.0.4,53850,10.0.1.1,80,168,725181,81,6033,87,719148,71.71208535,0.013260408,3639707.014,433861763.5
10.0.0.4,53850,10.0.0.1,80,183,765483,79,5595,104,759888,71.7133127,0.012036051,3718827.712,505074629.5
10.0.0.4,53856,10.0.1.1,80,96,909460,47,5916,49,903544,71.72351734,0.009082734,5210765.833,795834382
10.0.0.4,53856,10.0.0.1,80,86,906505,35,2523,51,903982,71.72595523,0.006646475,3036797.701,1088073904
10.0.0.4,53862,10.0.1.1,80,298,5084562,119,8657,179,5075905,71.73346922,0.013450971,5148773.274,3018907706
10.0.0.4,53862,10.0.0.1,80,313,6172700,117,8219,196,6164481,71.73436083,0.012553975,5237544.284,3928305417
10.0.0.4,53868,10.0.1.1,80,20,3553,15,2915,5,638,71.74892005,0.010477417,2225739.417,487142.9666
10.0.0.4,53868,10.0.0.1,80,12,1571,5,495,7,1076,71.75249816,0.006890388,574713.6446,1249276.528
10.0.0.4,53874,10.0.1.1,80,407,4820778,173,12221,234,4808557,71.75688199,0.019071615,5126361.873,2017052882
10.0.0.4,53874,10.0.0.1,80,415,5042630,170,11715,245,5030915,71.76014344,0.015807871,5928692.105,2546030392
10.0.0.4,53878,10.0.1.1,80,52,205071,28,3227,24,201844,71.77844014,0.004203283,0,0
10.0.0.4,53878,10.0.0.1,80,48,203933,22,1651,26,202282,71.77889126,0.003747675,0,0
10.0.0.4,53890,10.0.1.1,80,21,3251,15,2605,6,646,71.78363482,0.005742443,3629117.433,899965.398
10.0.0.4,53890,10.0.0.2,80,17,2113,7,607,10,1506,71.78525635,0.004121757,0,0
10.0.0.4,53902,10.0.1.1,80,12,1571,7,933,5,638,71.78941502,0.010280406,726041.3645,496478.4465
10.0.0.4,53902,10.0.0.1,80,20,3839,5,495,15,3344,71.79008921,0.009516649,416112.8565,2811073.52
10.0.0.4,53914,10.0.1.1,80,100,810112,45,6184,55,803928,71.79926125,0.007860468,6293772.839,818198611.1
10.0.0.4,53914,10.0.0.1,80,92,807175,33,2387,59,804788,71.80030193,0.006818256,2800716.195,944274313
10.0.0.4,53922,10.0.1.1,80,15,2641,11,2071,4,570,71.80715085,0.005970356,2775043.9,763773.5505
10.0.0.4,53922,10.0.0.3,80,17,4043,4,427,13,3616,71.80893023,0.00632814,539811.0661,4571327.436
10.0.0.4,53936,10.0.1.1,80,74,209005,47,6981,27,202024,71.81554203,0.007386599,7560719.081,218800560.3
10.0.0.4,53936,10.0.0.2,80,54,204305,25,1843,29,202462,71.81560149,0.007324395,2012999.026,221137172.4
10.0.0.4,53938,10.0.1.1,80,20,3503,15,2915,5,588,71.82309907,0.005811612,4012656.041,809413.9801
10.0.0.4,53938,10.0.0.1,80,12,1521,5,495,7,1026,71.82364748,0.005256169,753400.4329,1561593.625
10.0.0.4,53952,10.0.1.1,80,92,707791,41,4111,51,703680,71.82969079,0.00664123,4952094.717,847650209.4
10.0.0.4,53952,10.0.0.3,80,88,706653,35,2535,53,704118,71.83080139,0.005527189,3669134.528,1019133596
10.0.0.4,53954,10.0.1.1,80,194,830299,93,7303,101,822996,71.83779855,0.013073448,4468905.219,503613736.8
10.0.0.4,53954,10.0.0.2,80,214,939323,91,6655,123,932668,71.84069981,0.010170424,5234786.672,733631557.5
10.0.0.4,53964,10.0.1.1,80,67,406091,28,3227,39,402864,71.85057517,0.005122055,5040164.543,629222450.8
10.0.0.4,53964,10.0.0.2,80,63,404953,22,1651,41,403302,71.8515539,0.004140203,0,0
10.0.0.4,53978,10.0.1.1,80,45,144652,24,2404,21,142248,71.85693492,0.007891167,2437155.366,144209848.8
10.0.0.4,53978,10.0.0.1,80,41,162766,19,1300,22,161466,71.8581375,0.006686111,1555463.258,193195715.7
10.0.0.4,53988,10.0.1.1,80,15,2581,11,2071,4,510,71.86623287,0.007272749,2278093.194,560998.324
10.0.0.4,53988,10.0.0.1,80,16,2667,5,495,11,2172,71.86805546,0.005362224,738499.5479,3240446.501
10.0.0.4,53998,10.0.1.1,80,131,237847,63,5499,68,232348,71.87506143,0.018318887,2401455.94,101468173.3
10.0.0.4,53998,10.0.0.3,80,168,392137,58,3999,110,388138,71.87578328,0.017600272,1817699.181,176423637.1
10.0.0.4,54004,10.0.1.1,80,15,6001,11,3721,4,2280,71.88613404,0.022543599,1320463.516,809098.8489
10.0.0.4,54004,10.0.0.2,80,19,8901,5,495,14,8406,71.89377451,0.01482388,267136.5392,4536464.138
10.0.0.4,54016,10.0.1.1,80,21,11961,13,2207,8,9754,71.9100396,0.004746243,0,0
10.0.0.4,54016,10.0.0.1,80,17,10823,7,631,10,10192,71.91140232,0.003376535,0,0
10.0.0.4,54020,10.0.1.1,80,16,2919,11,2281,5,638,71.91608691,0.011838456,1541417.225,431137.3037
10.0.0.4,54020,10.0.0.2,80,18,4111,5,495,13,3616,71.92146501,0.006423446,616491.5218,4503501.703
10.0.0.4,54022,10.0.1.1,80,12,1781,7,1143,5,638,71.92883079,0.009237957,989829.2447,552503.113
10.0.0.4,54022,10.0.0.3,80,20,3839,5,495,15,3344,71.93181473,0.005916875,669272.2087,4521305.588
10.0.0.4,54028,10.0.1.1,80,224,854013,110,8401,114,845612,71.93728093,0.015696931,4281601.289,430969340.4
10.0.0.4,54028,10.0.0.2,80,255,944177,108,7963,147,936214,71.93894146,0.01403908,4537619.274,533490228.7
10.0.0.4,54044,10.0.1.1,80,104,748979,56,7855,48,741124,71.95136895,0.008485994,7405143.11,698679730.4
10.0.0.4,54044,10.0.0.1,80,94,744757,44,3195,50,741562,71.95369464,0.006155515,4152373.928,963769237.8
10.0.0.4,54046,10.0.1.1,80,86,806517,36,2905,50,803612,71.96094588,0.011125731,2088851.51,577840323.5
10.0.0.4,54046,10.0.0.1,80,88,806939,34,2467,54,804472,71.96267328,0.009394824,2100731.211,685034227.4
10.0.0.4,54062,10.0.1.1,80,164,2574864,69,6015,95,2568849,71.97353839,0.016102454,2988364.382,1276252179
10.0.0.4,54062,10.0.0.3,80,169,3149354,63,4439,106,3144915,71.97564277,0.013995752,2537341.33,1797639741
10.0.0.4,54072,10.0.1.1,80,24,11299,13,1341,11,9958,71.9916622,0.015102868,710328.6608,5274759.734
10.0.0.4,54072,10.0.0.1,80,39,41545,11,903,28,40642,71.9938444,0.012914683,559363.3231,25175685.69
10.0.0.4,54084,10.0.1.1,80,144,426509,71,5405,73,421104,72.00776394,0.018680478,2314715.93,180339710.8
10.0.0.4,54084,10.0.0.1,80,167,546083,69,4967,98,541116,72.01291892,0.013528691,2937165.17,319981290.1
10.0.0.4,54098,10.0.1.1,80,196,2575206,102,9689,94,2565517,72.02451877,0.01658227,4674390.177,1237715705
10.0.0.4,54098,10.0.0.2,80,200,3746062,86,6003,114,3740059,72.02698812,0.014106188,3404463.346,2121088419
10.0.0.4,54106,10.0.1.1,80,161,320517,76,5809,85,314708,72.04317156,0.014387648,3229992.838,174987878.5
10.0.0.4,54106,10.0.0.1,80,182,391535,75,5439,107,386096,72.04452208,0.013038338,3337235.16,236898905.4
10.0.0.4,54112,10.0.1.1,80,24,11299,13,1341,11,9958,72.05626227,0.007056686,1520260.36,11289151.88
10.0.0.4,54112,10.0.0.3,80,38,43129,11,903,27,42226,72.05803835,0.00518251,1393919.163,65182315.13
10.0.0.4,54116,10.0.1.1,80,83,706313,41,3245,42,703068,72.06424021,0.006259676,4147179.503,898535962.6
10.0.0.4,54116,10.0.0.2,80,85,706735,39,2807,46,703928,72.06684826,0.003651728,0,0
10.0.0.4,54124,10.0.1.1,80,131,228641,57,4573,74,224068,72.0718863,0.009797653,3733955.469,182956469.3
10.0.0.4,54124,10.0.0.2,80,158,387345,55,4135,103,383210,72.07244435,0.009241264,3579596.904,331738169.2
10.0.0.4,54136,10.0.1.1,80,12,1571,7,933,5,638,72.07970576,0.009158568,814974.5681,557292.3627
10.0.0.4,54136,10.0.0.1,80,18,6717,5,495,13,6222,72.0820464,0.006811668,581355.4037,7307461.256
10.0.0.4,54140,10.0.1.1,80,58,206325,32,4345,26,201980,72.08982402,0.007832297,4438033.951,206304740.5
10.0.0.4,54140,10.0.0.3,80,48,203921,20,1503,28,202418,72.0928096,0.004848718,0,0
10.0.0.4,54148,10.0.1.1,80,93,707859,49,4655,44,703204,72.09841149,0.005102466,7298431.778,1102531991
10.0.0.4,54148,10.0.0.2,80,89,706721,43,3079,46,703642,72.09903695,0.004471715,0,0
10.0.0.4,54164,10.0.1.1,80,207,840799,98,8559,109,832240,72.10444451,0.014529477,4712626.614,458235351.5
10.0.0.4,54164,10.0.0.3,80,238,1007613,88,6139,150,1001474,72.10505982,0.013915887,3529203.708,575729883.4
10.0.0.4,54168,10.0.1.1,80,28,13581,21,3895,7,9686,72.11635161,0.007288006,4275517.885,10632263.48
10.0.0.4,54168,10.0.0.2,80,16,10755,7,631,9,10124,72.11918485,0.004447365,0,0
10.0.0.4,54172,10.0.1.1,80,50,17857,39,7899,11,9958,72.12398788,0.007699034,8207782.95,10347272.14
10.0.0.4,54172,10.0.0.1,80,24,11665,13,1119,11,10546,72.12614001,0.0055944,1600171.6,15080795.08
10.0.0.4,54180,10.0.1.1,80,79,209289,49,7049,30,202240,72.1290215,0.009010103,6258751.981,179567314.6
10.0.0.4,54180,10.0.0.2,80,61,204793,29,2115,32,202678,72.13177234,0.006257972,2703751.311,259097356.1
10.0.0.4,54182,10.0.1.1,80,432,6537306,188,13517,244,6523789,72.13784194,0.014474658,7470711.916,3605633515
10.0.0.4,54182,10.0.0.2,80,449,6724566,186,13079,263,6711487,72.13835454,0.013959703,7495288.403,3846206184
10.0.0.4,54198,10.0.1.1,80,127,713957,66,9597,61,704360,72.15397628,0.009027009,8505142.733,624224480.1
10.0.0.4,54198,10.0.0.3,80,107,708231,42,3011,65,705220,72.15472237,0.008277877,2909924.852,681546729.9
10.0.0.4,54212,10.0.1.1,80,20,3503,15,2915,5,588,72.16430264,0.00530691,4394270.866,886391.516
10.0.0.4,54212,10.0.0.3,80,12,1521,5,495,7,1026,72.16520732,0.004395088,0,0
10.0.0.4,54222,10.0.1.1,80,27,6585,21,3967,6,2618,72.16997835,0.006705765,4732644.225,3123282.728
10.0.0.4,54222,10.0.0.3,80,19,4959,7,655,12,4304,72.171825,0.00485484,0,0
10.0.0.4,54228,10.0.1.1,80,24,12165,15,2343,9,9822,72.17557593,0.023946404,782748.0068,3281327.752
10.0.0.4,54228,10.0.0.2,80,20,11027,9,767,11,10260,72.17701932,0.022497574,272740.5186,3648393.378
10.0.0.4,54236,10.0.1.1,80,174,734233,73,5433,101,728800,72.20034238,0.015289639,2842709.367,381330128.2
10.0.0.4,54236,10.0.0.1,80,205,817107,71,4995,134,812112,72.20143559,0.014201398,2813807.486,457482847.8
10.0.0.4,54252,10.0.1.1,80,20,3553,15,2915,5,638,72.20939839,0.011579778,2013855.533,440768.3809
10.0.0.4,54252,10.0.0.3,80,12,1571,5,495,7,1076,72.21567377,0.005297219,747562.0698,1625003.61
10.0.0.4,54264,10.0.1.1,80,24,11311,13,1353,11,9958,72.21947835,0.006742789,1605270.46,11814695.67
10.0.0.4,54264,10.0.0.1,80,40,35827,11,915,29,34912,72.22128974,0.004895265,0,0
10.0.0.4,54268,10.0.1.1,80,159,430341,74,5525,85,424816,72.22608335,0.012244843,3609682.868,277547699.1
10.0.0.4,54268,10.0.0.2,80,187,513011,72,5087,115,507924,72.22665403,0.011674935,3485758.165,348044079
10.0.0.4,54284,10.0.1.1,80,53,205139,29,3295,24,201844,72.2344613,0.008131574,3241684.82,198578036.7
10.0.0.4,54284,10.0.0.1,80,49,204001,23,1719,26,202282,72.23863529,0.00395175,0,0
10.0.0.4,54294,10.0.1.1,80,20,3553,15,2915,5,638,72.24363735,0.005577238,4181281.129,915148.3225
10.0.0.4,54294,10.0.0.3,80,20,3839,5,495,15,3344,72.2442884,0.004812262,0,0
10.0.0.4,54308,10.0.1.1,80,198,937421,82,6153,116,931268,72.24923256,0.01506498,3267445.426,494533945.6
10.0.0.4,54308,10.0.0.2,80,236,1069445,80,5715,156,1063730,72.25255365,0.011745836,3892443.245,724498452
10.0.0.4,54324,10.0.1.1,80,136,228275,71,6267,65,222008,72.26300119,0.013395488,3742752.784,132586733.7
10.0.0.4,54324,10.0.0.3,80,153,288589,65,4691,88,283898,72.26509444,0.011303654,3319988.386,200924762.9
10.0.0.4,54330,10.0.1.1,80,16,34546,10,1654,6,32892,72.27490921,0.011529348,1147679.817,22823146.63
10.0.0.4,54330,10.0.0.3,80,12,33757,3,359,9,33398,72.2780207,0.008415706,341266.6745,31748257.37
10.0.0.4,54342,10.0.1.1,80,68,405579,28,2647,40,402932,72.28769448,0.004054335,0,0
10.0.0.4,54342,10.0.0.1,80,68,405579,24,1787,44,403792,72.28895122,0.002795298,0,0
10.0.0.4,54344,10.0.1.1,80,212,836211,88,7499,124,828712,72.29279714,0.016413173,3655112.878,403925310.5
10.0.0.4,54344,10.0.0.1,80,233,951589,82,5923,151,945666,72.29349862,0.015712303,3015725.957,481490714.6
10.0.0.4,54356,10.0.1.1,80,95,793561,42,3313,53,790248,72.30611787,0.006981662,3796230.754,905512756.1
10.0.0.4,54356,10.0.0.2,80,97,793983,40,2875,57,791108,72.309615,0.003479495,0,0
10.0.0.4,54358,10.0.1.1,80,12,1521,7,933,5,588,72.31410703,0.012669732,589120.5907,371278.5716
10.0.0.4,54358,10.0.0.2,80,20,4333,5,495,15,3838,72.31615551,0.010591939,373869.2226,2898808.235
10.0.0.4,54372,10.0.1.1,80,163,727650,75,6974,88,720676,72.32737591,0.010300016,5416690.615,559747480
10.0.0.4,54372,10.0.0.2,80,173,850547,69,4847,104,845700,72.32815415,0.009522355,4072101.912,710496510.6
10.0.0.4,54384,10.0.1.1,80,168,250657,82,6829,86,243828,72.3360549,0.021759095,2510766.188,89646375.46
10.0.0.4,54396,10.0.1.1,80,206,3366992,92,7579,114,3359413,72.35337585,0.0191153,3171909.413,1405957741
10.0.0.4,54396,10.0.0.3,80,214,4070166,86,6003,128,4064163,72.35814507,0.014342765,3348308.363,2266878388
10.0.0.4,54400,10.0.1.1,80,13,1579,7,933,6,646,72.37488709,0.012296471,607003.424,420283.1853
10.0.0.4,54400,10.0.0.2,80,21,9293,5,495,16,8798,72.37671243,0.010398311,380831.0792,6768791.585
10.0.0.4,54416,10.0.1.1,80,11,2481,9,2137,2,344,72.38834174,0.006151174,2779306.845,447394.2698
10.0.0.4,54416,10.0.0.2,80,10,1345,5,495,5,850,72.39144627,0.004951741,0,0
10.0.0.4,54424,10.0.1.1,80,19,3215,14,2637,5,578,72.39575272,0.004423086,0,0
10.0.0.4,54424,10.0.0.3,80,16,7977,4,419,12,7558,72.39705749,7.322455129,457.7699612,8257.339777
10.0.0.4,54426,10.0.1.1,80,24,11673,18,5055,6,6618,72.40021055,0.012160492,3325523.342,4353771.213
10.0.0.4,54426,10.0.0.2,80,14,7619,6,563,8,7056,72.40249337,0.009869281,456365.565,5719565.589
10.0.0.4,54442,10.0.1.1,80,163,432311,69,5435,94,426876,72.40704279,0.021938372,1981915.522,155663692.8
10.0.0.4,54442,10.0.0.1,80,191,508171,67,4787,124,503384,72.4124021,0.016582426,2309432.89,242851799.9
10.0.0.4,54454,10.0.1.1,80,180,825605,89,7621,91,817984,72.4221539,0.016404423,3716558.638,398909001.6
10.0.0.4,54454,10.0.0.3,80,194,864763,83,5835,111,858928,72.42901281,0.009549173,4888381.434,719583151.3
10.0.0.4,54470,10.0.1.1,80,16,2659,11,2071,5,588,72.4380609,0.008701282,1904087.237,540609.9929
10.0.0.4,54470,10.0.0.1,80,14,1943,5,495,9,1448,72.43905528,0.007649697,517667.5625,1514308.345
10.0.0.4,54482,10.0.1.1,80,19,11733,12,2047,7,9686,72.44255505,0.009229754,1774261.806,8395456.694
10.0.0.4,54482,10.0.0.2,80,16,10755,7,631,9,10124,72.44760233,0.004177991,0,0
10.0.0.4,54492,10.0.1.1,80,58,223650,35,21886,23,201764,72.45259013,0.009837892,17797308.61,164070920.9
10.0.0.4,54492,10.0.0.1,80,46,203773,21,1571,25,202202,72.45408341,0.008343687,1506288.527,193873044.4
10.0.0.4,54506,10.0.1.1,80,184,3131676,75,5843,109,3125833,72.46238979,0.011137299,4197067.889,2245307772
10.0.0.4,54506,10.0.0.2,80,200,4036316,72,5051,128,4031265,72.46441877,0.009105668,4437675.523,3541763218
10.0.0.4,54520,10.0.1.1,80,18,2845,12,2139,6,706,72.47607845,0.008676637,1972192.682,650943.4473
10.0.0.4,54520,10.0.0.3,80,14,1707,6,563,8,1144,72.48004148,0.00470391,0,0
10.0.0.4,54528,10.0.1.1,80,16,2659,11,2071,5,588,72.48564289,0.005065399,3270818.35,928653.3993
10.0.0.4,54528,10.0.0.3,80,18,3267,5,495,13,2772,72.48640672,0.004235213,0,0
10.0.0.4,54536,10.0.1.1,80,54,205219,28,3239,26,201980,72.49163386,0.004578269,0,0
10.0.0.4,54536,10.0.0.1,80,52,204503,22,1663,30,202840,72.49230341,0.003903922,0,0
10.0.0.4,54552,10.0.1.1,80,16,2709,11,2071,5,638,72.49711286,0.007827312,2116690.89,652075.7062
10.0.0.4,54552,10.0.0.1,80,18,4111,5,495,13,3616,72.49786018,0.007037931,562665.3629,4110298.893
10.0.0.4,54556,10.0.1.1,80,119,219875,59,5447,60,214428,72.50580998,0.012215063,3567398.711,140435133.2
10.0.0.4,54556,10.0.0.3,80,129,282307,53,3871,76,278436,72.50955373,0.008474763,3654143.485,262837792.6
10.0.0.4,54560,10.0.1.1,80,20,4991,13,2305,7,2686,72.51755961,0.009710662,1898943.656,2212825.449
10.0.0.4,54560,10.0.0.3,80,28,13083,7,619,21,12464,72.52136605,0.005907038,838322.0152,16880202.9
10.0.0.4,54572,10.0.1.1,80,345,4518066,143,10349,202,4507717,72.52621519,0.013097486,6321213.094,2753332662
10.0.0.4,54572,10.0.0.3,80,365,4719336,141,9911,224,4709425,72.52766527,0.011643451,6809664.935,3235758883
10.0.0.4,54574,10.0.1.1,80,18,4757,12,2139,6,2618,72.54162133,0.006357861,2691471.235,3294189.665
10.0.0.4,54574,10.0.0.2,80,22,12573,6,563,16,12010,72.54249477,0.005414008,831916.0223,17746556.71
10.0.0.4,54578,10.0.1.1,80,95,221015,42,4167,53,216848,72.54892711,0.012772968,2609886.755,135816828.2
10.0.0.4,54578,10.0.0.2,80,105,253747,36,2591,69,251156,72.5504127,0.011290357,1835902.975,177961423.2
10.0.0.4,54592,10.0.1.1,80,24,9177,15,2355,9,6822,72.55952904,0.013921529,1353299.627,3920259.046
10.0.0.4,54592,10.0.0.1,80,31,23193,9,779,22,22414,72.56703698,0.006353534,980871.4331,28222403.47
10.0.0.4,54604,10.0.1.1,80,172,1644583,82,7450,90,1637133,72.57468075,0.017285086,3448059.211,757708929
10.0.0.4,54604,10.0.0.3,80,178,2165140,76,5323,102,2159817,72.57827595,0.013682546,3112286.266,1262815853
10.0.0.4,54610,10.0.1.1,80,30,13395,20,3529,10,9866,72.5937587,0.013350539,2114671.175,5911971.045
10.0.0.4,54610,10.0.0.1,80,20,10991,8,687,12,10304,72.5971114,0.009995315,549857.6083,8247063.749
10.0.0.4,54618,10.0.1.1,80,20,8027,11,1205,9,6822,72.60293621,0.012296792,783944.3003,4438230.719
10.0.0.4,54618,10.0.0.3,80,31,27089,9,767,22,26322,72.60803717,0.007117788,862065.5743,29584472.03
10.0.0.4,54628,10.0.1.1,80,99,808267,52,4859,47,803408,72.61635885,0.008188575,4747101.907,784906287.1
10.0.0.4,54628,10.0.0.1,80,95,807129,46,3283,49,803846,72.61940697,0.005139436,5110288.366,1251259477
10.0.0.4,54640,10.0.1.1,80,32,32203,20,19183,12,13020,72.62563451,0.014035234,10934196.04,7421322.651
10.0.0.4,54640,10.0.0.3,80,37,38781,14,1107,23,37674,72.63226929,0.007401994,1196434.366,40717676.89
10.0.0.4,54644,10.0.1.1,80,60,206461,32,4345,28,202116,72.63927975,0.008158512,4260580.851,198189081.5
10.0.0.4,54644,10.0.0.1,80,50,204057,20,1503,30,202554,72.64153665,0.005902964,2036942.797,274511584.3
10.0.0.4,54652,10.0.1.1,80,16,10755,9,1069,7,9686,72.64774912,0.007227675,1183229.738,10721013.33
10.0.0.4,54652,10.0.0.2,80,16,10755,7,631,9,10124,72.65025,0.004720369,0,0
10.0.0.4,54664,10.0.1.1,80,100,220489,47,3641,53,216848,72.65617057,0.020970889,1388973.066,82723436.28
10.0.0.4,54664,10.0.0.2,80,121,267087,45,3203,76,263884,72.66389459,0.013248328,1934130.858,159346296.4
10.0.0.4,54678,10.0.1.1,80,381,5694922,163,15125,218,5679797,72.67486739,0.018968768,6378906.632,2395431058
10.0.0.4,54678,10.0.0.2,80,373,5797066,151,10423,222,5786643,72.67726708,0.016566536,5033279.136,2794376809
10.0.0.4,54680,10.0.1.1,80,113,221409,55,4221,58,217188,72.69627876,0.012242177,2758332.934,141927698
10.0.0.4,54680,10.0.0.3,80,127,255279,53,3783,74,251496,72.69834865,0.010178917,2973204.32,197660320.8
10.0.0.4,54694,10.0.1.1,80,20,5103,13,2417,7,2686,72.70550431,0.00730848,2645693.769,2940146.241
10.0.0.4,54694,10.0.0.1,80,16,3755,7,631,9,3124,72.70866993,0.00413595,0,0
10.0.0.4,54708,10.0.1.1,80,153,724141,68,5117,85,719024,72.71412882,0.018816954,2175484.938,305691983.9
10.0.0.4,54708,10.0.0.3,80,169,758147,66,4679,103,753468,72.71877993,0.014168835,2641854.464,425422697.1
10.0.0.4,54724,10.0.1.1,80,330,3505938,135,9993,195,3495945,72.73254044,0.018841797,4242907.404,1484336128
10.0.0.4,54724,10.0.0.3,80,361,4072004,133,9555,228,4062449,72.7346394,0.016736653,4567221.415,1941821462
10.0.0.4,54730,10.0.1.1,80,217,729443,108,8787,109,720656,72.75339907,0.013355822,5263322.617,431665531.3
10.0.0.4,54730,10.0.0.1,80,227,758875,102,7211,125,751664,72.75469088,0.012065293,4781317.785,498397510.9
10.0.0.4,54742,10.0.1.1,80,90,706789,45,3517,45,703272,72.76338201,0.009271251,3034757.661,606841083.3
10.0.0.4,54742,10.0.0.3,80,92,707211,43,3079,49,704132,72.76974302,0.00290556,0,0
10.0.0.4,54748,10.0.1.1,80,286,2950922,117,8689,169,2942233,72.77360347,0.015571656,4464008.195,1511583868
10.0.0.4,54748,10.0.0.3,80,296,3345303,115,8251,181,3337052,72.77572445,0.013446217,4909038.728,1985422071
10.0.0.4,54750,10.0.1.1,80,20,20804,15,20226,5,578,72.79149055,0.017086633,9469858.69,270620.9
10.0.0.4,54750,10.0.0.2,80,12,1511,5,495,7,1016,72.79686516,0.011705199,338311.2068,694392.2953
10.0.0.4,54764,10.0.1.1,80,636,2312006,272,28161,364,2283845,72.8013159,0.018293509,12315187.86,998756444.2
10.0.0.4,54764,10.0.0.3,80,649,2651864,266,18423,383,2633441,72.80862897,0.010976048,13427783.84,1919409245
10.0.0.4,54774,10.0.1.1,80,450,4863726,179,12821,271,4850905,72.82184783,0.021976702,4667124.303,1765835474
10.0.0.4,54774,10.0.0.2,80,469,5181614,177,12383,292,5169231,72.82266822,0.021152181,4683394.114,1955063074
10.0.0.4,54784,10.0.1.1,80,82,260413,51,7413,31,253000,72.84727418,0.007947323,7462135.363,254676952.2
10.0.0.4,54784,10.0.0.1,80,60,255477,27,2039,33,253438,72.8486379,0.006585692,2476884.737,307864989.7
10.0.0.4,54788,10.0.1.1,80,203,933413,95,7033,108,926380,72.85658183,0.018425745,3053553.601,402211145.3
10.0.0.4,54788,10.0.0.1,80,233,1031099,93,6595,140,1024504,72.85879569,0.016212666,3254245.785,505532649.6
10.0.0.4,54800,10.0.1.1,80,157,934705,66,16721,91,917984,72.87153081,0.012230164,10937547.53,600472078.7
10.0.0.4,54800,10.0.0.1,80,163,956971,58,4207,105,952764,72.87502456,0.008737914,3851720.216,872303389.6
10.0.0.4,54806,10.0.1.1,80,180,931223,86,7243,94,923980,72.88353131,0.009204766,6294999.786,803044857.4
10.0.0.4,54806,10.0.0.1,80,190,994705,80,5667,110,989038,72.88591773,0.006818922,6648558.233,1160345286
10.0.0.4,54822,10.0.1.1,80,165,1848892,79,6695,86,1842197,72.89370205,0.010971288,4881833.382,1343285857
10.0.0.4,54822,10.0.0.1,80,169,2434362,73,5119,96,2429243,72.89527756,0.009389344,4361540.061,2069787197
10.0.0.4,54828,10.0.1.1,80,62,235859,38,6503,24,229356,72.9081997,0.007814787,6657123.22,234791812
10.0.0.4,54828,10.0.0.2,80,46,231381,20,1587,26,229794,72.90991641,0.006095438,2082869.188,301594733.6
10.0.0.4,54830,10.0.1.1,80,113,713655,60,5495,53,708160,72.91698063,0.010168654,4323089.369,557131750.2
10.0.0.4,54830,10.0.0.2,80,108,712735,54,3919,54,708816,72.91764179,0.009502398,3299377.694,596747052.7
10.0.0.4,54844,10.0.1.1,80,24,6023,18,3405,6,2618,72.92813268,0.006694338,4069110.344,3128614.062
10.0.0.4,54844,10.0.0.1,80,14,3619,6,563,8,3056,72.93074471,0.00407547,0,0
10.0.0.4,54850,10.0.1.1,80,720,3365808,327,23727,393,3342081,72.93478592,0.015381504,12340535.75,1738233660
10.0.0.4,54850,10.0.0.3,80,738,3694102,321,22151,417,3671951,72.93612994,0.014030376,12630310.12,2093714951
10.0.0.4,54858,10.0.1.1,80,18,4757,12,2139,6,2618,72.95258328,0.009213928,1857188.378,2273080.493
10.0.0.4,54858,10.0.0.1,80,22,9711,6,563,16,9148,72.95580489,0.005918581,760993.2178,12365126.03
10.0.0.4,54870,10.0.1.1,80,20,3553,15,2915,5,638,72.9630235,0.008039148,2900804.911,634893.1504
10.0.0.4,54870,10.0.0.1,80,12,1571,5,495,7,1076,72.96526709,0.005788419,684124.6288,1487107.274
10.0.0.4,54886,10.0.1.1,80,196,829833,96,9813,100,820020,72.96957651,0.015866041,4947926.203,413471766.5
10.0.0.4,54886,10.0.0.2,80,195,860135,84,6147,111,853988,72.97186426,0.013576285,3622198.562,503223378.1
10.0.0.4,54888,10.0.1.1,80,77,794751,43,5795,34,788956,72.98000069,0.011052484,4194532.197,571061491.7
10.0.0.4,54888,10.0.0.2,80,65,856681,28,2059,37,854622,72.98547992,0.005568656,2957984.835,1227760522
10.0.0.4,54904,10.0.1.1,80,333,3707076,155,12031,178,3695045,72.99226408,0.015625094,6159834.942,1891851659
10.0.0.4,54904,10.0.0.1,80,360,4910170,149,10455,211,4899715,72.99421557,0.013666331,6120150.317,2868196299
10.0.0.4,54906,10.0.1.1,80,82,192601,38,3173,44,189428,73.00978446,0.01269544,1999458.073,119367584
10.0.0.4,54906,10.0.0.3,80,97,234183,36,2735,61,231448,73.0114307,0.011042199,1981489.375,167682542.2
10.0.0.4,54916,10.0.1.1,80,196,828919,88,9839,108,819080,73.0238311,0.011653078,6754610.241,562309803.5
