Address A,Port A,Address B,Port B,Packets,Bytes,Packets A ? B,Bytes A ? B,Packets B ? A,Bytes B ? A,Rel Start,Duration,Bits/s A ? B,Bits/s B ? A
10.0.0.4,59114,10.0.1.1,80,22,12029,14,2275,8,9754,65.64066251,0.013252661,1373309.104,5888025.054
10.0.0.4,59114,10.0.0.2,80,18,10891,8,699,10,10192,65.64951153,0.004394062,0,0
10.0.0.4,59128,10.0.1.1,80,109,218513,52,4085,57,214428,65.65485841,0.012031188,2716273.738,142581430.9
10.0.0.4,59128,10.0.0.3,80,116,236089,50,3647,66,232442,65.65937,0.007522827,3878329.25,247185798.6
10.0.0.4,59138,10.0.1.1,80,66,335525,41,5933,25,329592,65.66584188,0.009148786,5188010.737,288206107.3
10.0.0.4,59138,10.0.0.3,80,55,397523,25,1843,30,395680,65.66844988,0.006542497,2253573.827,483827505
10.0.0.4,59146,10.0.1.1,80,16,2709,11,2071,5,638,65.67535783,0.01169899,1416190.628,436276.9778
10.0.0.4,59146,10.0.0.2,80,12,1571,5,495,7,1076,65.67793673,0.009112712,434557.7914,944614.5121
10.0.0.4,59160,10.0.1.1,80,22,12239,14,2485,8,9754,65.68842791,0.004997536,0,0
10.0.0.4,59160,10.0.0.1,80,18,10891,8,699,10,10192,65.68987271,0.003545695,0,0
10.0.0.4,59176,10.0.1.1,80,12,1798,9,1586,3,212,65.69468557,0.011908684,1065440.984,142417.0798
10.0.0.4,59176,10.0.0.1,80,8,862,3,212,5,650,65.6969958,0.009591376,176825.5149,542153.7014
10.0.0.4,59184,10.0.1.1,80,296,734791,118,9443,178,725348,65.70786895,0.016174567,4670542.34,358759773.9
10.0.0.4,59184,10.0.0.3,80,306,774123,112,7867,194,766256,65.71147611,0.012568273,5007529.674,487739882.8
10.0.0.4,59186,10.0.1.1,80,51,205554,25,3574,26,201980,65.72483249,0.009207763,3105205.901,175486706.2
10.0.0.4,59186,10.0.0.3,80,47,203865,19,1447,28,202418,65.72821327,0.005823932,1987660.57,278049949.8
10.0.0.4,59188,10.0.1.1,80,149,430583,64,5767,85,424816,65.73530628,0.016665207,2768402.457,203929540.1
10.0.0.4,59188,10.0.0.1,80,173,529671,58,4191,115,525480,65.73671242,0.015259677,2197163.151,275486827.1
10.0.0.4,59200,10.0.1.1,80,231,4690486,100,15437,131,4675049,65.74831303,0.023054122,5356786.088,1622286548
10.0.0.4,59200,10.0.0.3,80,231,5312186,88,6139,143,5306047,65.75212943,0.019234489,2553330.114,2206888678
10.0.0.4,59210,10.0.1.1,80,13,2767,10,2003,3,764,65.77471973,0.011583462,1383351.54,527648.8152
10.0.0.4,59210,10.0.0.3,80,19,9187,4,427,15,8760,65.77824999,0.007937016,430388.4483,8829514.77
10.0.0.4,59226,10.0.1.1,80,24,14623,13,4665,11,9958,65.78605033,0.013479442,2768660.602,5910036.929
10.0.0.4,59226,10.0.0.2,80,38,33253,11,927,27,32326,65.7923273,0.0071319,1039835.107,36260743.98
10.0.0.4,59240,10.0.1.1,80,12,1521,7,933,5,588,65.80036787,0.01644075,453993.8871,286118.334
10.0.0.4,59240,10.0.0.2,80,20,3689,5,495,15,3194,65.80547292,0.010140856,390499.5791,2519708.395
10.0.0.4,59250,10.0.1.1,80,276,3291038,126,9193,150,3281845,65.81565721,0.014169397,5190340.845,1852920064
10.0.0.4,59250,10.0.0.2,80,302,3705534,124,8755,178,3696779,65.81797657,0.01184629,5912399.578,2496497384
10.0.0.4,59252,10.0.1.1,80,98,908199,46,4451,52,903748,65.83184124,0.009455436,3765876.053,764637823.2
10.0.0.4,59252,10.0.0.2,80,94,907061,40,2875,54,904186,65.83731456,0.00397934,0,0
10.0.0.4,59256,10.0.1.1,80,53,205139,29,3295,24,201844,65.84275604,0.006216611,4240252.446,259747955.9
10.0.0.4,59256,10.0.0.1,80,49,204001,23,1719,26,202282,65.84381421,0.005152732,2668875.463,314057862.9
10.0.0.4,59268,10.0.1.1,80,226,4302534,92,6713,134,4295821,65.84990019,0.01372222,3913652.456,2504446657
10.0.0.4,59268,10.0.0.2,80,233,4662024,90,6275,143,4655749,65.85239073,0.011227687,4471090.083,3317334372
10.0.0.4,59284,10.0.1.1,80,16,2649,11,2071,5,578,65.86589986,0.007251815,2284669.424,637633.4752
10.0.0.4,59284,10.0.0.3,80,18,3237,5,495,13,2742,65.86911988,0.003994336,0,0
10.0.0.4,59294,10.0.1.1,80,40,11623,26,4509,14,7114,65.87395837,0.006374277,5658994.738,8928385.133
10.0.0.4,59294,10.0.0.1,80,37,23529,10,823,27,22706,65.87463477,0.005696914,1155713.427,31885333.01
10.0.0.4,59308,10.0.1.1,80,51,205003,25,3023,26,201980,65.87977452,0.004886847,0,0
10.0.0.4,59308,10.0.0.2,80,49,204287,19,1447,30,202840,65.88077131,0.003887619,0,0
10.0.0.4,59324,10.0.1.1,80,200,850503,92,7819,108,842684,65.88570688,0.009244538,6766373.831,729238389.2
10.0.0.4,59324,10.0.0.3,80,211,902631,86,6243,125,896388,65.88633269,0.008619398,5794372.182,831972720.1
10.0.0.4,59338,10.0.1.1,80,86,407383,46,4451,40,402932,65.8945896,0.003470499,0,0
10.0.0.4,59338,10.0.0.1,80,82,406245,40,2875,42,403370,65.89533878,0.002719911,0,0
10.0.0.4,59348,10.0.1.1,80,98,244257,59,20417,39,223840,65.89879178,0.010899591,14985516.43,164292403.3
10.0.0.4,59348,10.0.0.2,80,79,255231,31,2403,48,252828,65.8996295,0.010060409,1910856.706,201047889.8
10.0.0.4,59360,10.0.1.1,80,399,6045598,165,14993,234,6030605,65.90903392,0.019969304,6006418.651,2415950000
10.0.0.4,59360,10.0.0.3,80,384,6074606,145,10439,239,6064167,65.91104618,0.017953698,4651520.818,2702136128
10.0.0.4,59370,10.0.1.1,80,96,219043,47,3915,49,215128,65.93048521,0.008272194,3786178.129,208049279.3
10.0.0.4,59370,10.0.0.1,80,109,249259,43,3055,66,246204,65.93141983,0.007338275,3330482.981,268405313.2
10.0.0.4,59382,10.0.1.1,80,80,208977,50,6725,30,202252,65.93710016,0.007260022,7410445.864,222866542.3
10.0.0.4,59382,10.0.0.2,80,62,204885,30,2195,32,202690,65.93903246,0.005354578,3279436.774,302828719.6
10.0.0.4,59386,10.0.1.1,80,18,4757,12,2139,6,2618,65.94529516,0.006036529,2834741.621,3469543.508
10.0.0.4,59386,10.0.0.3,80,22,9711,6,563,16,9148,65.94598877,0.005263011,855783.8849,13905348.1
10.0.0.4,59390,10.0.1.1,80,385,6774262,176,29013,209,6745249,65.95255149,0.021672036,10709838.25,2489936432
10.0.0.4,59390,10.0.0.1,80,372,6885580,146,10083,226,6875497,65.9532498,0.020971195,3846418.862,2622834607
10.0.0.4,59394,10.0.1.1,80,201,827939,97,10519,104,817420,65.97651083,0.008850593,9508063.471,738861226.6
10.0.0.4,59394,10.0.0.2,80,188,873487,79,6007,109,867480,65.97761311,0.007919658,6067938.792,876280263.6
10.0.0.4,59396,10.0.1.1,80,101,908403,50,4723,51,903680,65.9850567,0.005835772,6474550.411,1238814676
10.0.0.4,59396,10.0.0.3,80,97,907265,44,3147,53,904118,65.98662205,0.00426407,0,0
10.0.0.4,59398,10.0.1.1,80,52,205071,28,3227,24,201844,65.99229648,0.00527278,4896088.97,306243006.5
10.0.0.4,59398,10.0.0.1,80,48,203933,22,1651,26,202282,65.99341035,0.004153023,0,0
10.0.0.4,59406,10.0.1.1,80,16,2659,11,2071,5,588,65.99877984,0.005087988,3256296.988,924530.4824
10.0.0.4,59406,10.0.0.2,80,20,3689,5,495,15,3194,65.99967567,0.004125349,0,0
10.0.0.4,59408,10.0.1.1,80,28,12449,17,2491,11,9958,66.00456939,0.009358832,2129325.54,8512173.314
10.0.0.4,59408,10.0.0.3,80,38,33241,11,915,27,32326,66.00709798,0.00678262,1079228.971,38128039.02
10.0.0.4,59412,10.0.1.1,80,20,8893,13,2207,7,6686,66.0150535,0.002938628,0,0
10.0.0.4,59412,10.0.0.1,80,16,7755,7,631,9,7124,66.01573404,0.002253091,0,0
10.0.0.4,59418,10.0.1.1,80,23,3983,18,3405,5,578,66.01895828,0.005062763,5380461.222,913335.2677
10.0.0.4,59418,10.0.0.2,80,15,2001,6,563,9,1438,66.01954372,0.004474543,0,0
10.0.0.4,59420,10.0.1.1,80,290,5189196,123,9107,167,5180089,66.02421603,0.014918682,4883541.321,2777772996
10.0.0.4,59420,10.0.0.3,80,293,5370400,119,8247,174,5362153,66.02527324,0.013859306,4760411.524,3095192790
10.0.0.4,59422,10.0.1.1,80,20,3205,14,2549,6,656,66.04071395,0.006498915,3137754.533,807519.409
10.0.0.4,59422,10.0.0.1,80,24,4235,6,551,18,3684,66.04166753,0.005549004,794376.7927,5311223.42
10.0.0.4,59430,10.0.1.1,80,476,4971460,200,26511,276,4944949,66.04695939,0.018800601,11280915.97,2104166351
10.0.0.4,59430,10.0.0.3,80,483,5158968,190,13367,293,5145601,66.04795631,0.017799754,6007723.478,2312661624
10.0.0.4,59444,10.0.1.1,80,115,461706,47,3718,68,457988,66.06807391,0.008922203,3333705.812,410650150
10.0.0.4,59444,10.0.0.3,80,128,516080,45,3284,83,512796,66.0724251,0.004572328,0,0
10.0.0.4,59450,10.0.1.1,80,18,8757,12,2139,6,6618,66.07868923,0.00325464,0,0
10.0.0.4,59450,10.0.0.1,80,13,7543,5,487,8,7056,66.07962984,0.0023084,0,0
10.0.0.4,59462,10.0.1.1,80,16,2709,11,2071,5,638,66.08301923,0.00545027,3039849.402,936467.3677
10.0.0.4,59462,10.0.0.2,80,18,3627,5,495,13,3132,66.08371019,0.004709082,0,0
10.0.0.4,59464,10.0.1.1,80,20,4893,13,2207,7,2686,66.08968331,0.008195024,2154478.132,2622078.959
10.0.0.4,59464,10.0.0.1,80,16,3755,7,631,9,3124,66.09089288,0.006979518,723259.1133,3580763.027
10.0.0.4,59474,10.0.1.1,80,12,1571,7,933,5,638,66.09901699,0.005187503,1438842.541,983903.0455
10.0.0.4,59474,10.0.0.1,80,20,3839,5,495,15,3344,66.10057245,0.003538264,0,0
10.0.0.4,59484,10.0.1.1,80,18,4757,12,2139,6,2618,66.10450674,0.017216127,993951.7756,1216533.777
10.0.0.4,59484,10.0.0.3,80,24,11516,6,563,18,10953,66.1085993,0.013005788,346307.3518,6737308.035
10.0.0.4,59498,10.0.1.1,80,70,425658,34,5254,36,420404,66.11626175,0.010781011,3898706.717,311958869.2
10.0.0.4,59498,10.0.0.3,80,62,453037,23,1719,39,451318,66.12180576,0.005238568,2625144.887,689223467.2
10.0.0.4,59506,10.0.1.1,80,130,229307,65,5863,65,223444,66.12920865,0.015088935,3108503.019,118467738.1
10.0.0.4,59506,10.0.0.2,80,152,297975,59,4287,93,293688,66.13100522,0.013293852,2579839.162,176736133.4
10.0.0.4,59522,10.0.1.1,80,389,5528188,159,11727,230,5516461,66.14177308,0.023246747,4035661.42,1898402731
10.0.0.4,59522,10.0.0.3,80,406,5739912,157,11079,249,5728833,66.14559954,0.019416224,4564842.268,2360431359
10.0.0.4,59524,10.0.1.1,80,24,11323,13,1365,11,9958,66.16740623,0.011230567,972346.276,7093497.595
10.0.0.4,59524,10.0.0.1,80,38,33253,11,927,27,32326,66.16881634,0.009733324,761918.5388,26569340.55
10.0.0.4,59526,10.0.1.1,80,93,709250,48,5978,45,703272,66.17984806,0.013035682,3668699.497,431598132
10.0.0.4,59526,10.0.0.3,80,89,706721,42,3011,47,703710,66.18428837,0.008590052,2804173.944,655372051.3
10.0.0.4,59538,10.0.1.1,80,19,11515,12,1837,7,9678,66.19428445,0.004440562,0,0
10.0.0.4,59538,10.0.0.1,80,15,10461,7,623,8,9838,66.1963253,0.002394724,0,0
10.0.0.4,59542,10.0.1.1,80,106,223913,52,4101,54,219812,66.19964645,0.013345236,2458405.382,131769569.3
10.0.0.4,59542,10.0.0.3,80,120,257783,50,3663,70,254120,66.2012257,0.011766756,2490406.022,172771492.8
10.0.0.4,59544,10.0.1.1,80,470,3827034,216,15325,254,3811709,66.2113338,0.021836092,5614557.77,1396480286
10.0.0.4,59544,10.0.0.3,80,507,4780934,215,14955,292,4765979,66.21487012,0.018291003,6540920.692,2084512916
10.0.0.4,59548,10.0.1.1,80,20,3553,15,2915,5,638,66.2356983,0.008786397,2654102.7,580897.9494
10.0.0.4,59548,10.0.0.3,80,12,1571,5,495,7,1076,66.23802552,0.006451073,613851.3702,1334351.665
10.0.0.4,59556,10.0.1.1,80,13,1579,7,933,6,646,66.24216104,0.006866241,1087057.678,752668.0173
10.0.0.4,59556,10.0.0.2,80,21,3727,5,495,16,3232,66.24493356,0.004044495,0,0
10.0.0.4,59570,10.0.1.1,80,17,7811,10,1125,7,6686,66.25003806,0.007054584,1275766.225,7582020.428
10.0.0.4,59570,10.0.0.1,80,19,8233,8,687,11,7546,66.25387048,0.003226266,0,0
10.0.0.4,59578,10.0.1.1,80,49,204217,23,2033,26,202184,66.25663177,0.008676144,1874565.475,186427519
10.0.0.4,59578,10.0.0.3,80,51,211239,21,1595,30,209644,66.25785803,0.007454267,1711771.258,224992209.2
10.0.0.4,59592,10.0.1.1,80,12,1511,7,933,5,578,66.26176064,0.016460794,453441.0673,280909.9002
10.0.0.4,59592,10.0.0.1,80,20,3659,5,495,15,3164,66.26702374,0.011093539,356964.5358,2281688.467
10.0.0.4,59596,10.0.1.1,80,77,217689,33,2901,44,214788,66.27703535,0.212902762,109007.5102,8070839.4
10.0.0.4,59596,10.0.0.3,80,91,255123,31,2463,60,252660,66.27943821,0.210497177,93606.95607,9602409.062
10.0.0.4,59610,10.0.1.1,80,268,2783500,130,9559,138,2773941,66.49129839,0.01859601,4112280,1193348896
10.0.0.4,59610,10.0.0.2,80,301,3398946,128,8919,173,3390027,66.49442428,0.01547156,4611816.779,1752907658
10.0.0.4,59618,10.0.1.1,80,20,4448,15,3870,5,578,66.51084099,0.009598448,3225521.459,481744.5487
10.0.0.4,59618,10.0.0.2,80,12,1511,5,495,7,1016,66.51307449,0.007360258,538024.6182,1104309.115
10.0.0.4,59624,10.0.1.1,80,186,833657,90,6645,96,827012,66.51946174,0.015668607,3392771.291,422251703.7
10.0.0.4,59624,10.0.0.1,80,215,952881,88,6207,127,946674,66.52112325,0.014009057,3544564.063,540606837.4
10.0.0.4,59634,10.0.1.1,80,18,2845,12,2139,6,706,66.53410846,0.007416214,2307376.783,761574.5716
10.0.0.4,59634,10.0.0.1,80,14,1707,6,563,8,1144,66.53568727,0.00583339,772106.7852,1568899.045
10.0.0.4,59642,10.0.1.1,80,136,423149,66,5145,70,418004,66.54235368,0.013151612,3129654.372,254267841.8
10.0.0.4,59642,10.0.0.1,80,150,457019,64,4707,86,452312,66.54805372,0.007456268,5050247.657,485295861.1
10.0.0.4,59658,10.0.1.1,80,24,27908,15,21086,9,6822,66.55668132,0.012927664,13048606.46,4221644.374
10.0.0.4,59658,10.0.0.2,80,32,26549,9,767,23,25782,66.55797176,0.011577861,529976.9966,17814689.6
10.0.0.4,59664,10.0.1.1,80,12,1511,7,933,5,578,66.570833,0.014107024,529098.1287,327779.9768
10.0.0.4,59664,10.0.0.2,80,18,10451,5,495,13,9956,66.57312782,0.011760527,336719.6045,6772485.621
10.0.0.4,59678,10.0.1.1,80,25,9781,17,3039,8,6742,66.58620337,0.013442461,1808597.399,4012360.534
10.0.0.4,59678,10.0.0.2,80,17,7799,7,619,10,7180,66.59327607,0.006368146,777620.3623,9019893.702
10.0.0.4,59692,10.0.1.1,80,22,12029,14,2275,8,9754,66.5985771,0.004975702,0,0
10.0.0.4,59692,10.0.0.1,80,18,10891,8,699,10,10192,66.5998728,0.003673116,0,0
10.0.0.4,59708,10.0.1.1,80,128,226949,63,7909,65,219040,66.60487217,0.01273474,4968456.364,137601552.9
10.0.0.4,59708,10.0.0.3,80,117,252927,43,3355,74,249572,66.60591499,0.011691306,2295722.993,170774419.9
10.0.0.4,59710,10.0.1.1,80,380,5300870,148,10737,232,5290133,66.6155945,0.020016585,4291241.488,2114299917
10.0.0.4,59710,10.0.0.2,80,397,5534062,146,10299,251,5523763,66.61867288,0.016934477,4865340.689,2609475569
10.0.0.4,59718,10.0.1.1,80,383,7026714,151,10725,232,7015989,66.63785642,0.025469856,3368688.068,2203699620
10.0.0.4,59718,10.0.0.3,80,385,7027136,149,10287,236,7016849,66.64526239,0.018060817,4556604.499,3108098155
10.0.0.4,59726,10.0.1.1,80,90,706789,44,3449,46,703340,66.6677527,0.006248908,4415491.475,900432523.6
10.0.0.4,59726,10.0.0.1,80,92,707211,42,3011,50,704200,66.6705522,0.003444308,0,0
10.0.0.4,59730,10.0.1.1,80,157,430205,67,5049,90,425156,66.67554194,0.01431317,2822016.367,237630657.6
10.0.0.4,59730,10.0.0.2,80,186,559547,65,4611,121,554936,66.67635789,0.013498967,2732653.543,328876128.1
10.0.0.4,59744,10.0.1.1,80,28,13581,21,3895,7,9686,66.68555948,0.016078022,1938049.345,4819498.319
10.0.0.4,59744,10.0.0.1,80,16,10755,7,631,9,10124,66.69532265,0.006306889,800394.6161,12841830.58
10.0.0.4,59760,10.0.1.1,80,16,2649,11,2071,5,578,66.6998933,0.010116102,1637784.989,457093.0582
10.0.0.4,59760,10.0.0.1,80,18,7141,5,495,13,6646,66.70221642,0.007744713,511316.5588,6865070.404
10.0.0.4,59774,10.0.1.1,80,132,423695,65,5895,67,417800,66.71130306,0.016024381,2943015.396,208582159.9
10.0.0.4,59774,10.0.0.3,80,142,463027,59,4319,83,458708,66.71717191,0.010158164,3401402.064,361252683.1
10.0.0.4,59782,10.0.1.1,80,18,4757,12,2139,6,2618,66.72797489,0.008192455,2088751.174,2556498.632
10.0.0.4,59782,10.0.0.2,80,24,10133,6,563,18,9570,66.72874726,0.007250591,621190.7416,10559139.25
10.0.0.4,59792,10.0.1.1,80,12,1571,7,933,5,638,66.73603913,0.004963675,0,0
10.0.0.4,59792,10.0.0.1,80,18,3417,5,495,13,2922,66.73693893,0.004003805,0,0
10.0.0.4,59796,10.0.1.1,80,61,205683,31,3431,30,202252,66.74226706,0.006797531,4037936.716,238029955.3
10.0.0.4,59796,10.0.0.2,80,59,204967,25,1855,34,203112,66.74310278,0.005958478,2490568.9,272703197
10.0.0.4,59802,10.0.1.1,80,138,233617,63,5137,75,228480,66.75006793,0.020004007,2054388.403,91373693.28
10.0.0.4,59802,10.0.0.1,80,166,378987,61,4699,105,374288,66.75486934,0.015206654,2472075.711,196907485.4
10.0.0.4,59818,10.0.1.1,80,18,2795,12,2139,6,656,66.7703252,0.007464411,2292478.268,703069.5389
10.0.0.4,59818,10.0.0.1,80,14,1657,6,563,8,1094,66.77215528,0.005627484,800357.6732,1555224.324
10.0.0.4,59820,10.0.1.1,80,12,1521,7,933,5,588,66.77896536,0.007570978,985869.9893,621319.9933
10.0.0.4,59820,10.0.0.3,80,20,3689,5,495,15,3194,66.77966365,0.006776175,584400.4914,3770858.929
10.0.0.4,59828,10.0.1.1,80,44,204527,22,2819,22,201708,66.78649593,0.003968356,0,0
10.0.0.4,59828,10.0.0.2,80,40,203389,16,1243,24,202146,66.78768761,0.002773332,0,0
10.0.0.4,59840,10.0.1.1,80,53,205139,29,3295,24,201844,66.79180715,0.005901375,4466755.629,273623011.6
10.0.0.4,59840,10.0.0.3,80,49,204001,23,1719,26,202282,66.79278636,0.004914884,0,0
10.0.0.4,59856,10.0.1.1,80,140,616073,68,5213,72,610860,66.79907794,0.010156669,4106070.602,481149873.1
10.0.0.4,59856,10.0.0.2,80,154,646643,66,4775,88,641868,66.80080233,0.008434129,4529216.947,608829198.6
10.0.0.4,59858,10.0.1.1,80,40,22107,24,2919,16,19188,66.80662065,0.017053538,1369334.621,9001299.32
10.0.0.4,59858,10.0.0.1,80,48,42273,18,1343,30,40930,66.81010762,0.013568222,791850.2513,24132859.85
10.0.0.4,59862,10.0.1.1,80,85,710319,42,7183,43,703136,66.81676075,0.013221193,4346355.128,425459941.5
10.0.0.4,59862,10.0.0.3,80,73,705633,28,2059,45,703574,66.82371318,0.006265687,2628921.617,898320008.6
10.0.0.4,59874,10.0.1.1,80,128,913221,68,8929,60,904292,66.83129795,0.015526216,4600734.654,465943279.4
10.0.0.4,59874,10.0.0.3,80,101,909609,44,3283,57,906326,66.83421926,0.012647482,2076618.887,573284706
10.0.0.4,59890,10.0.1.1,80,214,3316880,98,14603,116,3302277,66.84774655,0.020184754,5787734.644,1308820311
10.0.0.4,59890,10.0.0.2,80,225,4636338,86,6003,139,4630335,66.84994542,0.017983017,2670519.635,2059870154
10.0.0.4,59904,10.0.1.1,80,46,203797,20,1817,26,201980,66.87227462,0.006249246,2326040.614,258565593.4
10.0.0.4,59904,10.0.0.1,80,48,204219,18,1379,30,202840,66.87560728,0.002913228,0,0
10.0.0.4,59918,10.0.1.1,80,16,2709,11,2071,5,638,66.8797529,0.012005201,1380068.522,425149.0666
10.0.0.4,59918,10.0.0.2,80,18,4111,5,495,13,3616,66.88707028,0.004622969,0,0
10.0.0.4,59928,10.0.1.1,80,12,1923,7,1345,5,578,66.89293777,0.007114504,1512403.395,649939.8974
10.0.0.4,59928,10.0.0.1,80,18,3237,5,495,13,2742,66.89661212,0.00339441,0,0
10.0.0.4,59930,10.0.1.1,80,108,221033,52,3981,56,217052,66.90102398,0.014568314,2186114.33,119191280.5
10.0.0.4,59930,10.0.0.3,80,122,254903,50,3543,72,251360,66.90635337,0.00924239,3066739.231,217571429
10.0.0.4,59946,10.0.1.1,80,153,2332395,69,6566,84,2325829,66.9129567,0.023054463,2278430.862,807072886.5
10.0.0.4,59946,10.0.0.2,80,155,2598258,64,4507,91,2593751,66.91952615,0.016481476,2187668.143,1258989668
10.0.0.4,59958,10.0.1.1,80,24,11311,13,1353,11,9958,66.93815192,0.008986613,1204458.231,8864741.366
10.0.0.4,59958,10.0.0.1,80,38,33241,11,915,27,32326,66.93973801,0.0073126,1001011.952,35364712.96
10.0.0.4,59972,10.0.1.1,80,202,835691,104,8543,98,827148,66.94842606,0.013999584,4881859.347,472670045.1
10.0.0.4,59972,10.0.0.1,80,228,927495,98,6967,130,920528,66.95123247,0.011194752,4978761.477,657828239.5
10.0.0.4,59984,10.0.1.1,80,142,727597,66,6289,76,721308,66.96147091,0.012768227,3940406.135,451939333.5
10.0.0.4,59984,10.0.0.3,80,152,760133,60,4307,92,755826,66.96317169,0.011069343,3112741.199,546248137.8
10.0.0.4,59996,10.0.1.1,80,20,3503,15,2915,5,588,66.97256631,0.008126145,2869749.432,578872.2697
10.0.0.4,59996,10.0.0.1,80,12,1521,5,495,7,1026,66.97437655,0.00630862,627712.5584,1301076.939
10.0.0.4,60006,10.0.1.1,80,127,223339,60,5539,67,217800,66.97937549,0.010359446,4277448.813,168194322.4
10.0.0.4,60006,10.0.0.2,80,138,272823,54,3963,84,268860,66.98117387,0.008562252,3702764.179,251204940
10.0.0.4,60012,10.0.1.1,80,20,3553,15,2915,5,638,66.98905362,0.006043756,3858527.71,844507.9517
10.0.0.4,60012,10.0.0.3,80,12,1571,5,495,7,1076,66.99025872,0.004831246,0,0
10.0.0.4,60028,10.0.1.1,80,179,429217,82,6493,97,422724,66.9945972,0.014529086,3575173.277,232760133.7
10.0.0.4,60028,10.0.0.2,80,192,473495,80,6055,112,467440,66.99583801,0.01329189,3644327.481,281338470.3
10.0.0.4,60044,10.0.1.1,80,58,207381,36,5685,22,201696,67.00370265,0.013436875,3384715.568,120085064.4
10.0.0.4,60044,10.0.0.3,80,42,203501,18,1367,24,202134,67.00917505,0.007963219,1373313.983,203067628.8
10.0.0.4,60050,10.0.1.1,80,371,6812068,161,13415,210,6798653,67.01766837,0.022164874,4841895.334,2453847651
10.0.0.4,60050,10.0.0.3,80,359,6809242,147,10151,212,6799091,67.01941924,0.020410527,3978731.171,2664935011
10.0.0.4,60054,10.0.1.1,80,175,926659,80,6955,95,919704,67.04254201,0.014409039,3861465.015,510626142.4
10.0.0.4,60054,10.0.0.1,80,185,964747,74,5379,111,959368,67.04525223,0.011696523,3679042.054,656173120.8
10.0.0.4,60068,10.0.1.1,80,66,210157,35,7849,31,202308,67.05821114,0.011684536,5373940.394,138513330.8
10.0.0.4,60068,10.0.0.3,80,56,204453,23,1707,33,202746,67.06014378,0.009751139,1400451.783,166336260.8
10.0.0.4,60082,10.0.1.1,80,355,3471934,164,12021,191,3459913,67.06947601,0.014149707,6796465.821,1956175064
10.0.0.4,60082,10.0.0.2,80,382,3878228,159,11367,223,3866861,67.07114605,0.012480381,7286316.019,2478681380
10.0.0.4,60088,10.0.1.1,80,158,1848416,72,6219,86,1842197,67.08524811,0.010668604,4663403.009,1381396854
10.0.0.4,60088,10.0.0.3,80,165,2694638,66,4643,99,2689995,67.08600488,0.009904357,3750268.695,2172777092
10.0.0.4,60092,10.0.1.1,80,24,9725,17,3039,7,6686,67.09970374,0.007368855,3299291.41,7258658.231
10.0.0.4,60092,10.0.0.2,80,16,7743,7,619,9,7124,67.10109109,0.005983042,827672.612,9525589.157
10.0.0.4,60104,10.0.1.1,80,148,823885,69,5065,79,818820,67.10840306,0.026023844,1557033.619,251713774.5
10.0.0.4,60104,10.0.0.1,80,163,877623,67,4627,96,872996,67.11113845,0.023289653,1589375.333,299874283.2
10.0.0.4,60110,10.0.1.1,80,148,718261,69,5233,79,713028,67.13214127,0.011383483,3677609.041,501096544.9
10.0.0.4,60110,10.0.0.3,80,155,735627,67,4795,88,730832,67.13510189,0.008426793,4552146.944,693817446.3
10.0.0.4,60116,10.0.1.1,80,83,707730,37,4390,46,703340,67.14294517,0.006326024,5551670.37,889455999.5
10.0.0.4,60116,10.0.0.2,80,79,706041,31,2263,48,703778,67.14396521,0.005299497,3416173.271,1062407244
10.0.0.4,60132,10.0.1.1,80,118,225470,54,6426,64,219044,67.15061555,0.013182765,3899637.14,132927500.4
10.0.0.4,60132,10.0.0.1,80,129,256899,48,3479,81,253420,67.15212763,0.011673095,2384286.258,173678017.7
10.0.0.4,60140,10.0.1.1,80,35,13473,22,3391,13,10082,67.16236438,0.008681956,3124641.498,9290072.421
10.0.0.4,60140,10.0.0.3,80,41,53827,12,971,29,52856,67.16468231,0.006359827,1221416.872,66487343.13
10.0.0.4,60144,10.0.1.1,80,326,6023704,137,10639,189,6013065,67.1717288,0.022806492,3731919.841,2109246788
10.0.0.4,60144,10.0.0.2,80,322,6022566,131,9063,191,6013503,67.17474191,0.019789788,3663707.767,2430951964
10.0.0.4,60154,10.0.1.1,80,110,221261,52,4073,58,217188,67.19901269,0.011372131,2865250.145,152786140.1
10.0.0.4,60154,10.0.0.2,80,125,261563,50,3635,75,257928,67.19978868,0.010598065,2743897.117,194698183.1
10.0.0.4,60168,10.0.1.1,80,248,2274511,123,10382,125,2264129,67.20770936,0.015549409,5341424.873,1164869482
10.0.0.4,60168,10.0.0.2,80,272,2915924,117,8255,155,2907669,67.21088854,0.01236401,5341309.171,1881376026
10.0.0.4,60178,10.0.1.1,80,18,3336,12,2690,6,646,67.22655778,0.011379361,1891143.097,454155.5541
10.0.0.4,60178,10.0.0.3,80,14,1647,6,563,8,1084,67.23058291,0.007346861,613050.9343,1180368.051
10.0.0.4,60192,10.0.1.1,80,105,808675,54,4995,51,803680,67.23923455,0.006824747,5855162.103,942077413.3
10.0.0.4,60192,10.0.0.3,80,101,807537,48,3419,53,804118,67.2407998,0.005253528,5206406.057,1224499803
10.0.0.4,60202,10.0.1.1,80,20,8027,11,1205,9,6822,67.24721364,0.010828761,890221.8823,5039911.768
10.0.0.4,60202,10.0.0.2,80,31,23181,9,767,22,22414,67.24880292,0.009174493,668810.7997,19544622.25
10.0.0.4,60208,10.0.1.1,80,95,707995,50,4723,45,703272,67.25891032,0.006652316,5679826.394,845746954.9
